"number","title","pageid","namespace","length","touched","Wikidata"
"2091","Лобунець","1802105","","891","20230403133401","Q20094874"
"2092","Петро_Дмитрієнко_(художник)","1802769","","12384","20250416053606","Q3384775"
"2093","Забродський_(прізвище)","1804265","","2515","20200705155305","Q4182745"
"2094","Сушки_(роди)","1805682","","10313","20220403212845","Q20070180"
"2095","Стерлінг_(значення)","1806426","","6664","20230626203010","Q227609"
"2096","Гальчак_Богдан","1807260","","3927","20191228044153","Q20066419"
"2097","Євген_Місило","1807292","","4944","20220516155649","Q9255994"
"2098","Ахіль_Деляре","1807787","","24044","20230106220932","Q18145088"
"2099","Яцків_Роман_Володимир","1810664","","15143","20250125185136","Q2164635"
"2100","День_ветеранів_(США)","1811580","","14754","20240302171605","Q755999"
"2101","6-й_окремий_мотопіхотний_батальйон_«Збруч»","1812792","","32207","20250326081245","Q18395216"
"2102","Українсько-йорданські_відносини","1813799","","102028","20250203130547","Q64933938"
"2103","Дані_Шахін","1814684","","10716","20221101201129","Q573304"
"2104","Українці_Канади_за_Демократичну_Україну","1815754","","5610","20220504105948","Q18559480"
"2105","Гацак","1815840","","623","20231214140208","Q6482522"
"2106","Дзюба_Артем_Сергійович","1819559","","27296","20241101135502","Q713439"
"2107","Заліщицька_державна_гімназія","1819952","","10999","20230208082935","Q20076997"
"2108","1935_у_хокеї_з_шайбою","1820179","","3359","20220416045956","Q2811631"
"2109","Жінки_в_Першій_світовій_війні","1822255","","156241","20250222161036","Q8031548"
"2110","Молодий_Конон_Трохимович","1823530","","19721","20231019172811","Q1071513"
"2111","Коваль_Микола_Григорович","1823551","","7892","20250127180527","Q12736641"
"2112","Нектарій_(Котлярчук)","1823937","","4210","20250430200157","Q18539339"
"2113","Яресько_Наталія","1826447","","35302","20250505154018","Q18600339"
"2114","Код_унікальності","1828197","","26167","20250517105217","Q18602671"
"2115","Марсі_Каптур","1828534","","10996","20240620014104","Q436537"
"2116","Роман_Ващук","1828919","","15842","20241009151531","Q19816785"
"2117","Університет_штату_Мічиган","1830810","","10216","20240110122930","Q270222"
"2118","Гусаков","1830868","","2319","20250408165312","Q4152587"
"2119","Бізнес-омбудсмен","1831017","","38320","20250129141729","Q20065905"
"2120","Логвін","1833478","","820","20211113182303","Q20094877"
"2121","Юліуш_Струтинський","1834996","","7430","20230212072113","Q20069599"
"2122","Макогоненко_Георгій_Пантелеймонович","1835423","","3231","20220725085206","Q4275947"
"2123","Андрій_Головаш","1836392","","6847","20230127134405","Q20066530"
"2124","Колониці_(гміна_Балигород)","1839257","","5592","20240104162451","Q6435545"
"2125","Мхава","1840061","","10096","20230306152953","Q6802796"
"2126","Кузьма_(прізвище)","1843101","","2298","20241118050619","Q20078400"
"2127","Байонн_(Нью-Джерсі)","1848621","","15258","20241204153629","Q812589"
"2128","Богдан_Недільський","1852578","","7326","20220529192537","Q4938026"
"2129","Шахрай_Валерій_Петрович","1852982","","5459","20241121084048","Q18645531"
"2130","Джон_Балінський","1854173","","10186","20231014202309","Q19320653"
"2131","Габала_(футбольний_клуб)","1855969","","23130","20250529154015","Q908477"
"2132","Михайло_Карачевський-Вовк","1856056","","5860","20230130104928","Q20068579"
"2133","Росандич","1857544","","417","20160518100502","Q20095154"
"2134","Чертіж_(Сяноцький_повіт)","1859745","","16843","20240930082247","Q5191668"
"2135","Стефан_(Нещерет)","1860814","","11137","20250414053008","Q4442434"
"2136","Ігор_Галагіда","1860971","","9333","20241201043627","Q11711441"
"2137","Іоанн_(Хома)","1861109","","5923","20250314175925","Q4202446"
"2138","Трояновський","1861540","","2278","20250515121749","Q4464071"
"2139","Корнич_(герб)","1861726","","5159","20231005064724","Q4233417"
"2140","Леонід_(Філь)","1862409","","9755","20250126010244","Q3920720"
"2141","Ягодне_(Магаданська_область)","1862858","","11521","20250126020357","Q986389"
"2142","Береска","1863242","","14421","20250331171353","Q4891361"
"2143","Базавлуцький_Сергій_Семенович","1864129","","9340","20241230070546","Q20065754"
"2144","Серафім_(Білоножко)","1865335","","10150","20240109161644","Q4416591"
"2145","Феодосій_(Більченко)","1865831","","6156","20210717175523","Q4482756"
"2146","1911_в_авіації","1867212","","15511","20240825144444","Q2811143"
"2147","Попова","1868066","","10260","20250413084948","Q1171422"
"2148","Головко_Гаврило_Калинович","1868205","","7264","20220814205201","Q20066534"
"2149","Михайло_Боцюрків","1868876","","4841","20250125153226","Q17578422"
"2150","Костянтин_Варварів","1868901","","1771","20250125154722","Q20067788"
"2151","Бондар_Григорій_Григорович","1869957","","34061","20250410083531","Q8965083"
"2152","Поривай_Людмила_Іванівна","1870689","","5671","20250215034433","Q20069319"
"2153","Свиридова_Софія_Олександрівна","1870923","","8308","20241120230914","Q15081092"
"2154","Рошко_Анатолій","1872038","","1438","20170103120132","Q20069550"
"2155","Ярослава_Зорич","1873014","","4029","20240308050848","Q20067216"
"2156","Житомирський","1874274","","1165","20200706183200","Q1736312"
"2157","Олівія_Кіттерідж_(телефільм)","1876318","","20372","20250125121548","Q18601923"
"2158","Майкл_Стренк","1877277","","20203","20250331153015","Q1260936"
"2159","Норман_Подгорец","1877958","","3083","20231113184805","Q945011"
"2160","Більченко_Євгенія_Віталіївна","1879578","","43018","20250524213617","Q20065939"
"2161","Вікторія_Здрок","1880607","","7165","20250201235333","Q269938"
"2162","Квітка_Андрій_Федорович","1881985","","16909","20230218112733","Q16662965"
"2163","Мандер_(Канада)","1882549","","10933","20250127202917","Q2376218"
"2164","Прем'єршип_(Шотландія)","1882948","","12261","20250520171614","Q14377162"
"2165","Світло_справедливості","1884737","","17285","20241208112419","Q20092817"
"2166","Померли_у_березні_2015","1884790","","11377","20230718175455","Q19364360"
"2167","Українська_енциклопедія_джазу","1892061","","3081","20250204153656","Q20097082"
"2168","Могила_поета_і_художника_М._О._Волошина","1892643","","11520","20221222020906","Q20068628"
"2169","Йоель_Едельштейн","1895597","","4678","20221101200449","Q1711779"
"2170","Іскрицький_Михайло_Андрійович","1901018","","6509","20230112150254","Q4203937"
"2171","Радянський_атомний_проєкт","1901525","","21803","20250511063811","Q2006230"
"2172","Катастрофа_A320_під_Барселоннетом","1902896","","24581","20250125192507","Q19671417"
"2173","Погорецький","1902989","","1214","20241124075127","Q89752792"
"2174","Рік_Данко","1903158","","27537","20230124220328","Q539944"
"2175","Кавун_(значення)","1903458","","3411","20240227153547","Q4207054"
"2176","Брижак_Олег","1903642","","14621","20250125153524","Q19676474"
"2177","Крахмальнікова_Зоя_Олександрівна","1904869","","4510","20230219081021","Q4239910"
"2178","Івлєв_Трохим_Васильович","1905280","","11779","20250125185522","Q20067280"
"2179","Надкреничний_Павло_Іванович","1906829","","2471","20250220122719","Q2060738"
"2180","Русифікація_Білорусі","1906874","","92557","20250321061413","Q3917425"
"2181","Сергій_Літвяк","1908945","","3534","20250413172139","Q9076191"
"2182","Судієнко_Євген_Олександрович","1909317","","7350","20221007164046","Q15075349"
"2183","Андрієвський_Юхим_Іванович","1909365","","3389","20210322150051","Q20065626"
"2184","Чех_(значення)","1911714","","3774","20220922135835","Q338116"
"2185","Асоціація_українців_штату_Вашингтон","1913682","","75420","20241204050652","Q19820496"
"2186","Дегтяревський_Степан_Оникійович","1914019","","14646","20240802125513","Q2037273"
"2187","Лисиця_(прізвище)","1914771","","2845","20250113070238","Q104523256"
"2188","Овчаров","1917047","","1431","20210121133106","Q1706895"
"2189","Останній_москаль_(телесеріал)","1919299","","35643","20250125222959","Q19796629"
"2190","Марина_Гендс","1919468","","8686","20220626235244","Q292760"
"2191","Браянт_Дженнінгс","1923512","","15260","20231210153012","Q4160171"
"2192","Кей_(значення)","1923707","","3090","20190909092119","Q417308"
"2193","Якушев","1924685","","3211","20250126020507","Q1679716"
"2194","Йосиф_(Величковський)","1926822","","7325","20230215171001","Q4202845"
"2195","Йоасаф_(Лисянський)","1928026","","4711","20241001171459","Q4202558"
"2196","Марко_Бойцун","1928636","","19309","20250114205355","Q20068375"
"2197","Псковський_державний_педагогічний_університет_імені_С.М._Кірова","1930525","","15004","20250125231101","Q4383014"
"2198","Ніколас_Міньо","1930889","","7306","20250125213938","Q15996137"
"2199","Залужний","1932130","","1947","20240928115835","Q4185530"
"2200","Любомир_Мельник","1933773","","14262","20220412174224","Q6695520"
"2201","Вулиці_Дніпра","1935202","","283614","20250424124849","Q18816974"
"2202","Підняття_прапора_на_Іодзіма","1935610","","11390","20240702071827","Q117693"
"2203","Клочков_Юрій_Олексійович","1935892","","5139","20231205154359","Q4224147"
"2204","Юзефовичі","1936569","","2891","20250128095053","Q4534223"
"2205","Гіршман_Роман_Михайлович","1938641","","6031","20240123171453","Q1386600"
"2206","Чога-Занбіль","1938667","","6974","20230924105708","Q4523"
"2207","Русецький","1939400","","2527","20250508114622","Q4400300"
"2208","Николич","1940263","","4357","20230205121417","Q955776"
"2209","Панчево","1940441","","6674","20240724234145","Q205432"
"2210","Хосе_Казанова","1941657","","7018","20220501073234","Q1709087"
"2211","Тод_Глушко","1941842","","9785","20250221173944","Q2438439"
"2212","Чепик_Сергій_Михайлович","1942140","","9728","20250107194430","Q3479715"
"2213","Комашко","1942718","","1467","20250410183542","Q93974065"
"2214","Історія_Російської_імперії","1944466","","537154","20250517044712","Q4204714"
"2215","Архівні_колекції_української_еміграції","1945949","","28722","20230704211416","Q20072837"
"2216","Веніамін_(Зарицький)","1946308","","15066","20250125183923","Q4107164"
"2217","Втрати_силових_структур_внаслідок_російського_вторгнення_в_Україну_(1_серпня_—_23_серпня_2014)","1948919","","688955","20250512051739","Q20066373"
"2218","Штепан_Рак","1949395","","5450","20250205153731","Q2802197"
"2219","Юридична_професія_у_США","1955287","","18966","20241122125849","Q25420226"
"2220","Національний_архівний_фонд_України","1956293","","43262","20230324164101","Q20082748"
"2221","Список_українських_спортсменів_—_учасників_Європейських_ігор_2015","1958264","","72767","20250307125211","Q20096940"
"2222","Список_українських_спортсменів_—_призерів_Європейських_ігор","1958279","","29447","20250109214908","Q20096938"
"2223","Список_українських_спортсменів_—_переможців_Європейських_ігор","1958289","","11394","20250109214903","Q20096937"
"2224","Галактика_«Україна»._Українська_діаспора:_видатні_постаті","1958836","","26245","20241103220336","Q20096909"
"2225","Бельський","1962125","","7975","20250322114940","Q857398"
"2226","Чижович_Ігор-Богдан_Володимирович","1962353","","15157","20250430105704","Q20275987"
"2227","Васиньчук_Антін_Климентійович","1965993","","86411","20241031234438","Q16529432"
"2228","Андоленко_Карина_В'ячеславівна","1966774","","8196","20240928102213","Q4065355"
"2229","Андоленко","1966775","","532","20161227152034","Q4065356"
"2230","Каніжа_(Славонія)","1968053","","12839","20220325202348","Q3510497"
"2231","Лисий","1969865","","2274","20250418194656","Q37570036"
"2232","Шумече","1970030","","10292","20241122064306","Q12646223"
"2233","Волянський_Олег-Мирослав","1970622","","6447","20241120012553","Q21683697"
"2234","Зак_Бойчук","1973792","","18127","20250426121330","Q139303"
"2235","Стів_Коновальчук","1977301","","5412","20250414161332","Q942691"
"2236","Дейв_Бабич","1977320","","13861","20250221173143","Q472471"
"2237","Кертіс_Лещишин","1977342","","7800","20250221174745","Q961990"
"2238","Дейв_Марцінишин","1977350","","3482","20250221175038","Q5229270"
"2239","Косяченко","1977631","","1198","20161202023605","Q28489889"
"2240","Гіляровський_Володимир_Олексійович","1978212","","16780","20240908120144","Q521170"
"2241","Богуславська_Ксенія_Леонідівна","1979355","","10653","20250324200129","Q4089882"
"2242","Павловський_Іван_Григорович","1979587","","15238","20240211061837","Q11714463"
"2243","Драгоманов_Петро_Якимович","1982323","","17900","20230308223911","Q20729087"
"2244","Лаєвська_Ганна_Сергіївна","1982643","","8563","20230924055448","Q698094"
"2245","Люди,_пов'язані_з_Білою_Церквою","1983281","","22225","20250424113407","Q25421719"
"2246","Люди,_пов'язані_з_Севастополем","1983360","","17756","20250102140357","Q25421727"
"2247","Швець_Юрій_Борисович","1985287","","19999","20250121102117","Q1713928"
"2248","Меморіал_жертвам_українського_Голодомору-Геноциду_1932—1933_років","1987879","","22876","20250309094607","Q21006195"
"2249","Кіндрачук_(прізвище)","1988076","","1041","20230409103650","Q22117027"
"2250","Таїсса_Фарміґа","1988729","","14159","20241114122913","Q389017"
"2251","Мельник_Богдан_Осипович","1989533","","12525","20250212195005","Q23658476"
"2252","Перетятько_Ольга_Олександрівна","1990980","","13804","20250410113606","Q463667"
"2253","Кубрак","2000699","","2918","20250510063053","Q25422472"
"2254","Маньджурський_вістник","2001044","","5146","20250122084840","Q25422500"
"2255","Кушпета_Омелян_Олександрович","2001991","","3173","20230130033229","Q20829144"
"2256","Береза_(прізвище)","2003189","","4390","20230530112023","Q37456008"
"2257","Пітер_Оленчук","2007436","","5357","20231222050754","Q7174204"
"2258","Іщенко_Ростислав_Володимирович","2008318","","20823","20250205122650","Q19413936"
"2259","Майкл_Медвед","2009197","","1661","20220316125621","Q6832789"
"2260","Калиниченко_Ігор_Олександрович","2009666","","14373","20241004181634","Q21706715"
"2261","Жовтень_2015","2009828","","20369","20220321005855","Q16726267"
"2262","Іскрицький","2011643","","1394","20170312125001","Q25017178"
"2263","Кушнір_Андрій_Васильович","2014198","","22424","20240715172037","Q20966663"
"2264","Ахматов","2021586","","2285","20211107182944","Q4073026"
"2265","Яковенко_Сергій_Михайлович","2021900","","4332","20241123191839","Q21002852"
"2266","Половинко_Руслан_Олександрович","2022329","","3371","20230702232336","Q4370430"
"2267","Монті_Волш_(фільм,_1970)","2025948","","6007","20250123225656","Q2756724"
"2268","Коновал_(значення)","2027074","","1829","20240902133359","Q18991710"
"2269","Новосельський","2028308","","1825","20220906084702","Q4325348"
"2270","Курочка","2030130","","1384","20250315203409","Q60824129"
"2271","Барсуков_(прізвище)","2030131","","1923","20250209143758","Q4078615"
"2272","Жоравки_та_Покорські-Жоравки","2030819","","6917","20230129154654","Q4369105"
"2273","Юрченко_Юрій_Васильович","2032298","","9944","20250517231257","Q55107461"
"2274","Колосков_Олександр_Іванович","2032534","","5156","20220621123205","Q22137556"
"2275","Неговський_Володимир_Олександрович","2032541","","24061","20250514154617","Q4315963"
"2276","Богдан_Вітвицький","2035076","","12222","20250125152203","Q18680540"
"2277","Іван_Бейкер","2036403","","8001","20241201003455","Q17180515"
"2278","Список_іноземних_громадян,_що_публічно_підтримали_Україну_під_час_Революції_гідності_чи_російської_агресії_в_Україні","2041161","","286861","20250519151747","Q25433190"
"2279","Кушпета","2042397","","1011","20230514091753","Q25433258"
"2280","Айзман_Давид_Якович","2042627","","10829","20250321210816","Q4058842"
"2281","Сергієнко_Едуард_Володимирович","2044069","","9503","20220927161837","Q432015"
"2282","Хомуха_Дмитро_Іванович","2044081","","15059","20250414184413","Q2425806"
"2283","Померли_у_липні_2015","2048079","","10811","20250119195303","Q20630313"
"2284","Доротей_(Шимчій)","2048569","","21814","20250510121753","Q21596825"
"2285","Безушко_Зиновія_Стефанія","2049519","","11733","20230924163715","Q21683352"
"2286","Мері-Енн_Мігичук","2049585","","5483","20240831191820","Q6778737"
"2287","Дорі_(значення)","2050691","","2206","20230110094924","Q296456"
"2288","Петро_Андрусечко","2056146","","5074","20230507151834","Q19691386"
"2289","Вулиця_Ніни_Строкатої_(Одеса)","2059103","","8915","20250101101131","Q21500222"
"2290","Кузан","2059837","","705","20180305214654","Q25434428"
"2291","Гавриляк_(прізвище)","2061377","","1701","20240612132129","Q22117006"
"2292","Пам'ятні_та_анотаційні_дошки_Чернігова","2063456","","86285","20250117140457","Q25434568"
"2293","Альберто_Лисий","2065352","","6705","20250302212916","Q951661"
"2294","Гайдак_Микола_Григорович","2066972","","17043","20250214083146","Q23658941"
"2295","Солодкий_сніг","2067726","","5782","20241109020430","Q25434782"
"2296","Маркович_Богдан_Опанасович","2068811","","10967","20240918203700","Q23658337"
"2297","Джордж_Менделюк","2069647","","11124","20230917032330","Q3101759"
"2298","Волт_Ткачук","2070745","","5858","20230510191230","Q827516"
"2299","Габріель_Алмонд","2070762","","4654","20240106052352","Q729543"
"2300","Дріпінг","2071814","","3855","20250128095959","Q1259130"
"2301","Вік_Стасюк","2072484","","13979","20230516112654","Q6377937"
"2302","Клех","2073412","","1275","20220330041914","Q56356171"
"2303","Павло_Джуль","2076332","","21345","20250125174758","Q23303769"
"2304","Троцюк","2076502","","1436","20250527051337","Q18278882"
"2305","Поперечний_Анатолій_Григорович","2077420","","23730","20221217222242","Q4372241"
"2306","Зінаїда_Андрієнко","2077826","","2364","20230728140455","Q13048118"
"2307","Родніна_Марина_Володимирівна","2077916","","18388","20240513201551","Q21264368"
"2308","Закалюжний","2077988","","630","20240323162857","Q19919288"
"2309","Дем'ян","2078604","","7581","20241203202345","Q105070843"
"2310","Петрункевич","2081933","","729","20180329100735","Q4361674"
"2311","Павло_Суботовський","2082396","","9723","20250424075350","Q4341245"
"2312","Делано","2083808","","1130","20211227230450","Q296091"
"2313","Іван_Бек_(значення)","2083915","","228","20151220150501","Q22114716"
"2314","Список_померлих_2016_року","2086089","","111000","20250411025936","Q21804562"
"2315","Нобелівські_лауреати_—_вихідці_з_Білорусі","2086370","","24512","20240926132755","Q21831151"
"2316","Мартинюк_Михайло_Миронович","2087678","","13355","20250214234805","Q21849379"
"2317","Карпович","2088666","","1960","20231008094649","Q4215860"
"2318","Суспільне_надбання_у_2016_році","2089367","","1985","20240617060040","Q21857345"
"2319","Євсеєнко_Іван_Іванович","2090165","","5470","20230828011323","Q4173392"
"2320","Диканський","2090413","","1846","20210516093622","Q25435662"
"2321","Воєвода_(значення)","2091534","","14899","20200401064930","Q18431171"
"2322","Дмитро_Тимашов","2092562","","11119","20230205194747","Q15408608"
"2323","Джефф_Бандура","2093142","","2408","20250221173054","Q6173285"
"2324","Вейн_Бабич","2093272","","16608","20250221173154","Q3566813"
"2325","Аугсбург_Пантерс","2097553","","9699","20241107210346","Q704577"
"2326","2016_у_Тернопільській_області","2098684","","46688","20250125135749","Q25435850"
"2327","Гаррі_Стайлс","2099922","","30060","20241129124729","Q3626966"
"2328","Слоньовська_Жанна","2101473","","6986","20241108051814","Q26250930"
"2329","Шумський_Петро_Олександрович","2101698","","9636","20250527073725","Q23659515"
"2330","Ірина-Романа_Носик","2103052","","14203","20241123015429","Q25435929"
"2331","Спорт_у_Миколаєві","2104728","","16022","20250126001028","Q25435968"
"2332","Дмитрієнко","2106870","","1691","20210122085229","Q4162876"
"2333","Гусаченко_Микола_Никифорович","2108298","","7330","20241102040203","Q23659219"
"2334","Джо_Кочур","2108973","","7893","20250221174639","Q718436"
"2335","Горішний","2109229","","403","20160126052710","Q25436061"
"2336","Абелла_Денджер","2109367","","5847","20250228193511","Q22249586"
"2337","Шиндлер_(значення)","2110022","","3313","20240823085211","Q218195"
"2338","Антошко_Кузьма_Давидович","2111369","","8601","20250421122741","Q23658389"
"2339","Джефф_Чикрин","2111377","","7074","20250430180526","Q3176452"
"2340","Національний_історико-меморіальний_заповідник_«Бабин_Яр»","2111865","","32581","20240923131743","Q25445179"
"2341","Пол_Винник","2113510","","9347","20241010184108","Q22341317"
"2342","Якубенко_Олексій_Федорович","2114048","","11023","20250503061902","Q23659565"
"2343","Гус_Боднар","2117574","","8639","20250120063551","Q440951"
"2344","Український_молодіжний_клуб_Москви","2119541","","20262","20250215080917","Q25436332"
"2345","Кормотех","2120594","","14525","20240525192114","Q25436359"
"2346","Марта_Кузьма","2121807","","10625","20230924190216","Q16915552"
"2347","Тимур_(значення)","2122985","","2940","20240303052223","Q2435432"
"2348","Донщина","2123032","","17959","20250404113513","Q29942207"
"2349","Густаво_Бланко_Лещук","2123454","","16332","20250125151832","Q5621354"
"2350","Пассейк_(Нью-Джерсі)","2123756","","23550","20250412172507","Q170433"
"2351","Сара_Берч","2123858","","9018","20241019174728","Q25436471"
"2352","Дарсі_Вакалюк","2124055","","8222","20250221173711","Q681304"
"2353","Вулиця_Квітки_Цісик_(Львів)","2128718","","12416","20240408205355","Q25445450"
"2354","Латута_Опанасій_Олександрович","2128752","","9685","20230930164847","Q24846376"
"2355","Гарбузов","2129531","","2246","20250310142656","Q15811316"
"2356","Давид_Назар","2131969","","8214","20250505030305","Q21034012"
"2357","Івашина_Дмитро_Васильович","2133057","","11967","20231013073327","Q23659607"
"2358","Кучмій","2134875","","1908","20250515051153","Q112981160"
"2359","Музиченко","2135343","","2666","20250520191528","Q4306702"
"2360","Історія_мистецтв","2135748","","396189","20250529004910","Q50641"
"2361","Кирилов_Вадим_Васильович","2138091","","12177","20241103165442","Q23658507"
"2362","Маркевич_Дмитро_Борисович","2138134","","13564","20250405180804","Q4281868"
"2363","Федаш_Клавдія_Анна-Марія","2141072","","5867","20250227070221","Q23659182"
"2364","Гребля_Дерінер","2142235","","10508","20240305145618","Q1200190"
"2365","Відьмак_Великого_Києва","2142279","","40627","20250326204741","Q25436910"
"2366","Муравйови-Апостоли","2142597","","17834","20240119130714","Q1207156"
"2367","Морріс_Лукович","2144067","","4134","20250412060339","Q6377838"
"2368","Джеймс_Безан","2144386","","5142","20230919023711","Q3160939"
"2369","Банк_Ізраїлю","2144735","","2232","20240229123836","Q244411"
"2370","Аарон_Якубенко","2150044","","2892","20250503061359","Q8183610"
"2371","Ельжбєта_Сікора","2150284","","5683","20240731095207","Q434549"
"2372","Сипняк_Петро_Михайлович","2151817","","34588","20250215054317","Q24025542"
"2373","Марія_Мицьо","2151959","","4889","20250125213447","Q23658592"
"2374","Любинська_Лада_Миколаївна","2152433","","9060","20241003122945","Q25437206"
"2375","Петро_Солодуха","2153174","","3983","20230709151918","Q23659409"
"2376","Віктор_Кресеску","2157400","","5547","20221101180500","Q4243079"
"2377","Дудич","2159839","","1106","20240825122738","Q4170200"
"2378","Трач_Роман_Станіславович","2160495","","11873","20241029063500","Q24025633"
"2379","Список_Нобелівських_лауреатів_—_нащадків_вихідців_з_України","2160513","","42287","20250314175746","Q24025280"
"2380","Солодуха","2160933","","779","20230709065456","Q4428188"
"2381","Степан_(Вапрович)","2161148","","10729","20241123153551","Q24175665"
"2382","Гулеватий","2162057","","942","20201204212237","Q4151797"
"2383","Дмитро_Пристай","2162456","","7040","20231128205413","Q3307437"
"2384","Михайло_Миколайович_Шляхтицький","2163228","","5549","20201116201151","Q4525547"
"2385","Петренко_Григорій_Володимирович","2166128","","10349","20230518071047","Q15965914"
"2386","Олейник_Олександр_Михайлович","2166281","","8239","20220321034649","Q4333487"
"2387","Phyllanthaceae","2167039","","7454","20230519141052","Q133206"
"2388","Трач_(значення)","2171974","","3276","20240925161729","Q25446005"
"2389","Вишневий_сад","2173371","","18755","20250513134211","Q478381"
"2390","Етнічні_меншини_Польщі","2173904","","45740","20240503045523","Q5404300"
"2391","Привокзальна_площа_(Запоріжжя)","2173916","","29982","20250314132539","Q23907768"
"2392","Saint_Porno","2175758","","10142","20240124185640","Q25438235"
"2393","Білоусов","2176151","","2490","20240622121107","Q25438256"
"2394","Подольський","2176211","","3497","20230502204019","Q453823"
"2395","Санніков_Юлій","2177139","","8949","20250105053445","Q23978303"
"2396","Волт_Атанас","2179358","","8182","20231027164134","Q7248136"
"2397","Кіктєв_Віктор_Миколайович","2180490","","7591","20250128171619","Q2237752"
"2398","Ратманський_Олексій_Осипович","2183842","","7334","20250302073113","Q2834382"
"2399","Сроковський","2183918","","1110","20170201152955","Q21128024"
"2400","Кавун_Іван","2184785","","5055","20250112051415","Q24207657"
"2401","Том_Лисяк","2185850","","7440","20250414081950","Q509922"
"2402","Андрій_Сороковський","2187790","","3702","20220524071714","Q25439275"
"2403","Ерік_Нестеренко","2198680","","9216","20230703180458","Q1229567"
"2404","НХЛ_у_сезоні_2002—2003","2198829","","25668","20220717053118","Q1889807"
"2405","Кліфф_Королл","2200316","","4433","20181126111834","Q5132657"
"2406","Лезевич_Володимир","2200552","","3806","20240309203827","Q25441160"
"2407","Гунька_(значення)","2201269","","620","20211121145328","Q25446409"
"2408","Єременко_Павло_Олександрович","2203599","","10078","20250504170704","Q18685935"
"2409","Станіслав_Чурило_(підкоморій)","2204048","","1909","20171231095800","Q25446439"
"2410","Едді_Шах","2205564","","8889","20240623170421","Q1282969"
"2411","Знойко_Дмитро_Васильович","2205899","","16783","20220619060704","Q21099009"
"2412","Кириченко_Олександр_Миколайович","2206378","","21575","20230205050023","Q24846461"
"2413","Адам_Мишка-Холоневський","2207470","","7994","20250426042652","Q25442035"
"2414","Порчинський_Йосип_Алоїзович","2207611","","6413","20230811023232","Q19908926"
"2415","Остріков_Костянтин_Миколайович","2208888","","7843","20250125162900","Q24898883"
"2416","Ковтун_Павло_Костянтинович","2209416","","7893","20250129160102","Q25442181"
"2417","Сліпак_Василь_Ярославович","2209512","","327284","20250422064541","Q25050824"
"2418","Врублевська_Валерія_Василівна","2209531","","48697","20240917180834","Q4127215"
"2419","Пилатюк_Анастасія_Ігорівна","2210178","","5573","20250302212936","Q25442223"
"2420","Крохмаль_Олександр_Вікторович","2211219","","6302","20221029192809","Q4241831"
"2421","Луцик_Петро_Миколайович","2212282","","8121","20230520222524","Q13218072"
"2422","Баранов_Сергій_Андрійович_(волейболіст)","2212589","","19037","20250315121541","Q2040204"
"2423","Більченко","2213421","","1561","20250225153308","Q28701168"
"2424","Денні_Левіцкі","2213539","","7564","20250221174555","Q5220559"
"2425","Гладилович","2214650","","978","20240301094926","Q28701182"
"2426","Іларій","2214749","","7594","20250116213407","Q227880"
"2427","Ковч_Григорій","2215613","","24592","20250309105100","Q26255890"
"2428","Горникевич","2217306","","1297","20200603174223","Q28701202"
"2429","Гаркуша_Іван_Феодосійович","2220263","","12782","20220608184054","Q17044021"
"2430","Український_народний_театр_Фінляндії","2220637","","16061","20231029181024","Q28704014"
"2431","Пол_Побережний","2221102","","20366","20241205220952","Q1565277"
"2432","Гнида_Іван","2221428","","3865","20230612181706","Q25973865"
"2433","Дзерович","2222345","","1941","20221124191102","Q56356214"
"2434","Фрей_Ігор_Станіславович","2223099","","20713","20240716122723","Q28701252"
"2435","Фрей","2223106","","2636","20240926170353","Q345948"
"2436","Босик","2223423","","804","20240515180137","Q26038541"
"2437","Бродацький","2223474","","326","20161130110524","Q26041869"
"2438","Меркулов","2223659","","1932","20250228140133","Q3306517"
"2439","Кулик_Сергій_Володимирович","2228134","","8823","20250125202227","Q26208315"
"2440","Барабаш_(село)","2229240","","14772","20250125144940","Q2658770"
"2441","Навчально-реабілітаційний_центр_«Джерело»","2230058","","27972","20250217115709","Q30969511"
"2442","Рідні_(фільм,_2016)","2231495","","11737","20230131054922","Q26884333"
"2443","Список_українських_спортсменів_—_учасників_Олімпійських_ігор_2016","2231947","","140258","20250507170545","Q28701302"
"2444","Дюльгеров_Костянтин_Іванович","2233690","","8528","20240509194756","Q26256111"
"2445","Сурмач_(прізвище)","2236050","","570","20170104212107","Q28703667"
"2446","Розпад_Російської_імперії","2237423","","333337","20250410163709","Q12096626"
"2447","2005_у_Тернопільській_області","2237514","","17536","20240531042617","Q26263111"
"2448","2011_у_Тернопільській_області","2238423","","12771","20240531151114","Q28704132"
"2449","Метт_Кучар","2238603","","5054","20240904153655","Q654877"
"2450","Вікторин_Вербицький","2238982","","8005","20250216160536","Q9374276"
"2451","Барілко","2240121","","765","20191001091549","Q16287599"
"2452","Лаєвський","2242731","","1011","20200922150505","Q21126710"
"2453","Том_Побережний","2242752","","14424","20241115065740","Q7817248"
"2454","The_Tragically_Hip","2243704","","20026","20241129192056","Q682030"
"2455","Скрут_Ростислав_Стефанович","2246981","","10727","20250217164857","Q28355485"
"2456","Ярослава_Джонсон","2247108","","14762","20250224124111","Q28701474"
"2457","Кий_Лариса","2248517","","7715","20240803000832","Q28701497"
"2458","Логвин_Валентина_Петрівна","2249169","","4810","20250218110447","Q28701514"
"2459","Зорич","2249843","","1962","20230918144635","Q4193981"
