PersonName,BirthPlace,Description,WikipediaURL,WikiText,embedding_text,cluster,cluster_prob,x,y,cluster_label
Ємець Володимир Володимирович,Чернігів,"український живописець, народний художник України",https://uk.wikipedia.org/wiki/Ємець_Володимир_Володимирович,"ємець володимир володимирович український живописець, народний художник україни володи́мир володи́мирович є́мець (4 квітня 1938, чернігів — 5 листопада 2019, чернігів) — український живописець, народний художник україни.",Живописець народний художник України,24,0.7886794151845645,1.1298336,-5.0635858,24
Єрусалимець Любов Олександрівна,Кременець,українська народна майстриня вишивання,https://uk.wikipedia.org/wiki/Єрусалимець_Любов_Олександрівна,"єрусалимець любов олександрівна українська народна майстриня вишивання єрусалимець любов олександрівна (нар. 17 серпня 1938, м. кременець, україна) — українська народна майстриня вишивання. дипломи, премії на всеукраїнських і обласних виставках.",Народна майстриня вишивання,25,1.0,-7.791663,-10.089267,25
Жаботинський Леонід Іванович,Успенка,український радянський важкоатлет,https://uk.wikipedia.org/wiki/Жаботинський_Леонід_Іванович,"жаботинський леонід іванович український радянський важкоатлет леоні́д іва́нович жаботи́нський (28 січня 1938, с. успенка, нині у межах смт краснопілля сумської області — 14 січня 2016, запоріжжя, україна) — український радянський спортсмен, важкоатлет, дворазовий абсолютний олімпійський чемпіон з важкої атлетики в суперважкій ваговій категорії (1964, 1968), чотириразовий чемпіон світу (1964—66, 1968) і дворазовий...",Важкоатлет,12,1.0,13.058119,-10.664038,12
Жук Олександр Васильович,Серединка,український лікар-отоларинголог,https://uk.wikipedia.org/wiki/Жук_Олександр_Васильович,"жук олександр васильович український лікар-отоларинголог олекса́ндр васи́льович жу́к (нар. 1938, с. серединка, вінницька область). лікар-отоларинголог гайворонської црл, депутат гайворонської міської ради. почесний громадянин міста гайворон та с. серединка бершадського району.",Лікар-отоларинголог,32,0.653711085762133,6.93765,-1.3958355,32
Жуков Геннадій Васильович,Сєльцо,"український графік, живописець і скульптор",https://uk.wikipedia.org/wiki/Жуков_Геннадій_Васильович,"жуков геннадій васильович український графік, живописець і скульптор геннадій васильович жу́ков (нар. 31 жовтня 1938, сєльцо) — український графік, живописець і скульптор; член спілки радянських художників україни з 1971 року. заслужений художник україни з 1993 року.",Графік живописець і скульптор,24,1.0,-2.7034857,-4.9865603,24
Заїка Олександр Степанович,Великий Перевіз,"радянський та український педагог, громадський та політичний діяч",https://uk.wikipedia.org/wiki/Заїка_Олександр_Степанович,"заїка олександр степанович радянський та український педагог, громадський та політичний діяч олександр степанович заїка (12 червня 1938 - 12 травня 2019, м. хорол полтавської області) — заслужений працівник народної освіти урср, заслужений працівник освіти україни, педагог, поет.",Педагог громадський політичний діяч,44,1.0,10.221724,11.013229,44
Аркадій Інін,Харків,"російський і радянський письменник, драматург, сценарист, актор, публіцист, педагог, професор ВДІКу",https://uk.wikipedia.org/wiki/Інін_Аркадій_Якович,"аркадій інін російський і радянський письменник, драматург, сценарист, актор, публіцист, педагог, професор вдіку інін аркадій якович, прізвище при народженні гуревич; (рос. инин аркадий яковлевич; *3 травня 1938(19380503), харків, урср, срср) — радянський і російський письменник, драматург, сценарист, актор, публіцист, педагог, професор вдіку. заслужений діяч мистецтв ррфср (1989).",Письменник драматург сценарист актор публіцист педагог професор ВДІКу,40,0.8405336818909688,3.831212,8.936183,40
Валентина Калиновська,Київ,"українська балерина, балетмейстерка, хореографка",https://uk.wikipedia.org/wiki/Калиновська_Валентина_Федорівна,"валентина калиновська українська балерина, балетмейстерка, хореографка валенти́на фе́дорівна калино́вська (28 липня 1938, київ — 1 червня 2025) — українська артистка балету, хореографка, балетмейстерка. народна артистка срср (1968). народна артистка української рср (1964).",Балерина балетмейстерка хореографка,29,0.783545042882757,-5.831202,-1.2050823,29
Карпенко Анатолій Миколайович,Яр,"український радянський діяч, будівельник, новатор виробництва",https://uk.wikipedia.org/wiki/Карпенко_Анатолій_Миколайович,"карпенко анатолій миколайович український радянський діяч, будівельник, новатор виробництва. анато́лій микола́йович карпе́нко (нар.  20 березня 1938(1938-03-20) , червоний яр, дніпропетровська область  — 21 липня 2021(2021-07-21) , тернопіль ) — український радянський діяч, будівельник, новатор виробництва. герой соціалістичної праці (1981). кандидат у члени цк кпу в 1971—1976 р. член цк кпу в 1976—1990 р.",Діяч будівельник новатор виробництва,32,0.4902612565886691,8.106332,-1.2772903,32
Леонід Клиничев,Старий Крим,"радянський і російський композитор, педагог",https://uk.wikipedia.org/wiki/Клиничев_Леонід_Павлович,"леонід клиничев радянський і російський композитор, педагог клиничев леонід павлович (рос. клиничев леонид павлович) — радянський і російський композитор і педагог. заслужений діяч мистецтв ррфср (1985).",Композитор педагог,27,1.0,0.79131633,0.77440673,27
Книшук Михайло Іванович,Вікно,"український художник декоративного мистецтва, скульптор",https://uk.wikipedia.org/wiki/Книшук_Михайло_Іванович,"книшук михайло іванович український художник декоративного мистецтва, скульптор михайло іванович книшук (18 грудня 1938, с. вікно, івано-франківська область — 5 травня 2022) — український майстер декоративного мистецтва, скульптор. член національної спілки художників україни (1986). батько данила книшука.",Художник декоративного мистецтва скульптор,24,0.6813410509227061,-0.29140913,-7.922117,24
Ковальська Світлана Володимирівна,Хабаровський край,директор заводу залізобетонних конструкцій,https://uk.wikipedia.org/wiki/Ковальська_Світлана_Володимирівна,"ковальська світлана володимирівна директор заводу залізобетонних конструкцій світлана володимирівна ковальська (12 листопада 1938, хабаровський край — 15 травня 1993, київ) — директор заводу залізобетонних конструкцій № 3 дбк-1, заслужений працівник промисловості україни. на її честь названа промислово-будівельна група «ковальська». мати лікаря-хірурга, доктора медичних наук інни ковальської.",Директор заводу залізобетонних конструкцій,28,0.573029743087099,18.121515,8.201521,28
Альда Колодна,Косівський повіт,"українська філософиня, перекладачка",https://uk.wikipedia.org/wiki/Колодна_Альда_Іванівна,"альда колодна українська філософиня, перекладачка колодна альда іванівна(1938(1938), косівський повіт, станиславівське воєводство, польська республіка—1987, київ, урср)— українська філософка, кандидат філософських наук (1967). дослідниця творчості олександра потебні, перекладачка його праць.",Філософиня перекладачка,33,1.0,0.3456761,6.718938,33
Комаров Микола Сергійович,,"український астрофізик, завідувач відділів астрофізики і астроспектроскопії в Одеській обсерваторії",https://uk.wikipedia.org/wiki/Комаров_Микола_Сергійович,"комаров микола сергійович український астрофізик, завідувач відділів астрофізики (1968—1969) і астро­спектроскопії (від 1970) в одеській обсерваторії микола сергійович комаров (1938—2003) — український астрофізик, завідувач відділів астрофізики (1968—1969) і астро­спектроскопії (від 1970) в одеській обсерваторії. фахівець зі спектрофотометрії фізики холодних зір-гігантів.",Астрофізик завідувач відділів астрофізики і астроспектроскопії в Одеській обсерваторії,32,0.5541425792232415,10.00528,1.3286413,32
Кононенко Григорій Йосипович,Золота Нива,"український театральний режисер, художник театру, актор, драматург, педагог",https://uk.wikipedia.org/wiki/Кононенко_Григорій_Йосипович,"кононенко григорій йосипович український театральний режисер, художник театру, актор, драматург, педагог григорій йосипович кононе́нко (13 березня 1938, золота нива — 5 травня 2006, київ) — український театральний режисер, художник театру, актор, драматург, педагог. заслужений діяч мистецтв урср з 1973 року, народний артист урср з 1979 року. батько художниці театру анастасії кононенко.",Театральний режисер художник театру актор драматург педагог,15,0.6453175274063445,-13.971622,-4.869084,15
Корницький Євген Петрович,Ценів,"український хоровий і театральний диригент, хормейстер, композитор",https://uk.wikipedia.org/wiki/Корницький_Євген_Петрович,"корницький євген петрович український хоровий і театральний диригент, хормейстер, композитор корницький євген петрович (7 жовтня 1938, ценів — 23 жовтня 2012, тернопіль) — композитор, хоровий диригент, народний артист україни.",Хоровий і театральний диригент хормейстер композитор,27,1.0,-1.4957373,-0.9363179,27
Кощій В'ячеслав Михайлович,Харків,"Український композитор, член Бюро Полтавського відділеня Всеукраїнської музичної спілки",https://uk.wikipedia.org/wiki/Кощій_В'ячеслав_Михайлович,"кощій в'ячеслав михайлович український композитор, член бюро  полтавського відділеня всеукраїнської музичної спілки кощій в`ячеслав михайлович (28 грудня 1938 року, м. харків — 9 квітня 2005 року, м. полтава) - український композитор, випускник уральської державної консерваторії, член бюро полтавського відділення всеукраїнської музичної спілки, голова об`єднання самодіяльних композиторів полтавщини (1980-2002 рр)",Композитор член Бюро Полтавського відділеня Всеукраїнської музичної спілки,27,0.8873324421638396,-1.3403897,0.4286747,27
Краснова Алла Миколаївна,Київ,радянська ботанікиня українського походження,https://uk.wikipedia.org/wiki/Краснова_Алла_Миколаївна,"краснова алла миколаївна радянська ботанікиня українського походження красно́ва а́лла микола́ївна (5 лютого 1938, київ) — український та російський ботанік, доктор біологічних наук, академік російської екологічної академії.",Ботанікиня українського походження,18,1.0,-0.978148,14.009763,18
Криварчук Олександр Фотійович,Хмельницька область,радянський український режисер-документаліст,https://uk.wikipedia.org/wiki/Криварчук_Олександр_Фотійович,"криварчук олександр фотійович радянський український режисер-документаліст криварчук олександр фотійович (1938—1990) — радянський, український режисер-документаліст.
народився 12 вересня 1938 р. у с. писарівка хмельницької обл. в родині селянина. закінчив київський державний інститут театрального мистецтва ім. і.карпенка-карого (1968).
з 1968 р. — режисер «укркінохроніки».
створив стрічки: «народний художник василь касіян...",Режисер-документаліст,14,0.578896773215916,-1.5775434,-15.405103,14
Кучма Леонід Данилович,Чайкине,"директор заводу Південмаш, колишній 2-й Президент України та колишній премєр-міністр України",https://uk.wikipedia.org/wiki/Кучма_Леонід_Данилович,"кучма леонід данилович директор заводу ""південмаш"", колишній 2-й президент україни (19 липня 1994 — 23 січня 2005) та колишній прем'єр-міністр україни (1992—1993) леоні́д дани́лович ку́чма (нар. 9 серпня 1938(19380809), с. чайкине, новгород-сіверський район, чернігівська область, українська рср, срср) — український політик і державний діяч, управлінець, 2-й президент україни (19 липня 1994 — 23 січня 2005), прем'єр-міністр україни (13 жовтня 1992 — 21 вересня 1993).
генеральний директор дп «виробниче об'єднання...",Директор заводу Південмаш колишній 2-й Президент України та премєр-міністр,28,0.7367229433673267,17.398535,9.296071,28
Олександр Лебедєв,Сімферополь,"радянський і український композитор, педагог",https://uk.wikipedia.org/wiki/Лебедєв_Олександр_Миколайович,"олександр лебедєв радянський і український композитор, педагог лебедєв олександр миколайович — радянський і український композитор, музичний педагог.",Композитор педагог,27,1.0,0.9160995,0.62921005,27
Ліберда Ігор Васильович,Вишнівка,"український поет, перекладач, журналіст",https://uk.wikipedia.org/wiki/Ліберда_Ігор_Васильович,"ліберда ігор васильович український поет, перекладач, журналіст ігор васильович ліберда (22 березня 1938(19380322), чорторийськ, баранівський район, житомирська область — 16 серпня 2012, житомир, україна) — поет, перекладач, журналіст, член національної спілки письменників україни.",Поет перекладач журналіст,40,0.9918150402775302,2.8007348,8.200373,40
Лукашова Іраїда Петрівна,Єкатеринбург,українська балерина і балетмейстер,https://uk.wikipedia.org/wiki/Лукашова_Іраїда_Петрівна,"лукашова іраїда петрівна українська балерина і балетмейстер іраїда петрівна лукашо́ва (нар. 14 січня 1938, свердловськ) — українська артистка балету, балетмейстер і педагог.",Балерина і балетмейстер,29,0.783545042882757,-6.474523,-0.92133665,29
Луцький Георгій Михайлович,Київ,"радянський і український науковець, доктор технічних наук, професор",https://uk.wikipedia.org/wiki/Луцький_Георгій_Михайлович,"луцький георгій михайлович радянський і український науковець, доктор технічних наук, професор гео́ргій миха́йлович лу́цький (22 червня 1938 — 27 червня 2024) — радянський і український науковець, доктор технічних наук (1986), професор (1986), завідувач кафедри обчислювальної техніки нтуу кпі.",Науковець доктор технічних наук професор,32,1.0,10.546424,0.8788571,32
Любов Волинець,Делятин,"українська письменниця, журналістка, етнограф",https://uk.wikipedia.org/wiki/Любов_Волинець,"любов волинець українська письменниця, журналістка, етнограф любов волинець (англ. lubow wolynetz, з родини абрам'юк; нар. 26 листопада 1938(19381126), делятин) — головна кураторка українського музею та бібліотеки у стемфорді[1] [архівовано 27 березня 2018 у wayback machine.], завідувачка колекцією народного мистецтва українського музею в нью-йорку, авторка видань та статей з етнографії, історії україни, українського...",Письменниця журналістка етнограф,33,1.0,-1.4483687,6.2945027,33
Манкін Валентин Григорович,Білокоровичі,український радянський спортсмен та тренер,https://uk.wikipedia.org/wiki/Манкін_Валентин_Григорович,"манкін валентин григорович український радянський спортсмен та тренер валенти́н григо́рович ма́нкін (нар. 19 серпня 1938, білокоровичі, олевський район, житомирська область, урср — пом.1 червня 2014, в'яреджо, італія) — український яхтсмен, триразовий олімпійський чемпіон у складі команди срср.",Спортсмен та тренер,12,0.7410379499632122,13.381819,-13.541691,12
Василь Марсюк,Мар'їнка,"радянський і український письменник, поет, публіцист",https://uk.wikipedia.org/wiki/Марсюк_Василь_Андрійович,"василь марсюк радянський і український письменник, поет, публіцист васи́ль андрі́йович марсю́к (21 березня 1938, мар'їнка, сталінська область(нині донецька область), урср, срср — 4 травня 2025) — радянський і український письменник, поет, публіцист. член нспу (1974).",Письменник поет публіцист,40,0.9388455496415972,2.1087196,8.121155,40
Матейко Володимир Іванович,Репинне,"український громадський діяч, публіцист",https://uk.wikipedia.org/wiki/Матейко_Володимир_Іванович,"матейко володимир іванович український громадський діяч, публіцист матейко володимир іванович (нар. 10 травня 1938, с. репинне нині міжгірського району закарпатської області, україна) — український громадський діяч, публіцист, дослідник історії репресій радянської влади проти греко-католицької церкви.",Громадський діяч публіцист,45,0.9874750674916415,9.928517,14.713747,45
Мельник Микола Панасович,Поляна,"український художник, живописець",https://uk.wikipedia.org/wiki/Мельник_Микола_Панасович,"мельник микола панасович український художник, живописець мико́ла пана́сович ме́льник (народився 4 травня, 1938 р., с. поляна, чернівецької обл.) — український художник, живописець.",Художник живописець,24,1.0,0.9310046,-6.1120048,24
Мулерман Вадим Йосипович,Харків,радянський і український естрадний співак,https://uk.wikipedia.org/wiki/Мулерман_Вадим_Йосипович,"мулерман вадим йосипович радянський і український естрадний співак вади́м йо́сипович му́лерман (18 серпня 1938, харків, українська рср — 2 травня 2018, харків україна) — радянський і український естрадний співак єврейського походження, народний артист ррфср, заслужений артист україни (грудень 2007 р.).",Естрадний співак,27,1.0,-3.7659397,2.6958876,27
Мушкудіані Олександр Нестерович,,"український літературознавець, письменник, перекладач",https://uk.wikipedia.org/wiki/Мушкудіані_Олександр_Нестерович,"мушкудіані олександр нестерович український літературознавець, письменник, перекладач мушкудіані олександр нестерович (22 квітня 1938, с. местія, нині смт однойм. району, грузія — 13 грудня 2025, київ) — київський і український літературознавець, перекладач. доктор філологічних наук (1996), професор (2006). член нспу (1988), нсжу (2003).",Літературознавець письменник перекладач,42,1.0,5.451844,8.404539,42
Анатолій Наумов,Лиман,"радянський і український журналіст, письменник, драматург",https://uk.wikipedia.org/wiki/Наумов_Анатолій_Іванович,"анатолій наумов радянський і український журналіст, письменник, драматург анато́лій іва́нович нау́мов (6 червня 1938, м. лиман — 2 вересня 2024, м. вінниця) — радянський і український журналіст, письменник, драматург.",Журналіст письменник драматург,40,0.9654904175137986,2.8535345,7.446098,40
Немелівський Михайло,Бзовиця,"український священник, протоієрей, релігійний та громадський діяч",https://uk.wikipedia.org/wiki/Немелівський_Михайло,"немелівський михайло український священник, протоієрей, релігійний та громадський діяч михайло немелівський (18 квітня 1938, с. бзовиця, нині тернопільська область — 18 вересня 2003, м. бережани, тернопільська область) — український священник, протоієрей, релігійний та громадський діяч.",Священник протоієрей релігійний та громадський діяч,20,0.4820674103032315,10.597387,18.60634,20
Новак Вілен Захарович,Любарський район,"радянський і український кінорежисер, актор",https://uk.wikipedia.org/wiki/Новак_Віллен_Захарович,"новак вілен захарович радянський і український кінорежисер, актор віллен захарович новак  (нар. 3 січня 1938, с. глезне, житомирська область, урср, срср — 29 березня 2026) — радянський і український кінорежисер, актор. народний артист україни (1999). член-кореспондент національної академії мистецтв україни (2002).",Кінорежисер актор,14,0.4893038529124821,-2.1346354,-18.940472,14
Полева Валентина Григорівна,Новотроїцьке,"українська журналістка, публіцистка, редакторка",https://uk.wikipedia.org/wiki/Полева_Валентина_Григорівна,"полева валентина григорівна українська журналістка, публіцистка, редакторка валентина григорівна полева (нар. 20 січня 1938, смт новотроїцьке, україна) — українська журналістка, публіцистка, редакторка. членка національної спілки журналістів україни (1965). заслужена журналістка урср (1988). переможниця творчого конкурсу «золоте перо» (1971, м. київ). депутатка тернопільської обласної ради (1985).",Журналістка публіцистка редакторка,33,1.0,-1.017502,6.395672,33
Поліха Зіновій Семенович,Поториця,"український лікар-стоматолог, статистик футболу",https://uk.wikipedia.org/wiki/Поліха_Зіновій_Семенович,"поліха зіновій семенович український лікар-стоматолог, статистик футболу зіновій семенович поліха (2 квітня 1938, с. поториця, нині україна — 8 грудня 2015[джерело?]) — український лікар-стоматолог, статистик футболу. батько ігора поліхи.",Лікар-стоматолог статистик футболу,12,0.6868778256930318,14.273309,-11.8684225,12
Попов Леонід Сергійович,Полтавська область,радянський і російський кінорежисер і сценарист,https://uk.wikipedia.org/wiki/Попов_Леонід_Сергійович_(режисер),"попов леонід сергійович радянський і російський кінорежисер і сценарист леонід сергійович попов (25 вересня 1938 року, полтавська область, урср, срср — 26 листопада 2020, москва, росія) —- радянський і російський режисер науково-популярного та ігрового кіно і сценарист. заслужений діяч мистецтв російської федерації (1998).",Кінорежисер сценарист,14,1.0,-0.39277598,-18.40121,14
Потопальський Анатолій Іванович,Бар,"Заслужений винахідник України, кандидат медичних наук",https://uk.wikipedia.org/wiki/Потопальський_Анатолій_Іванович,"потопальський анатолій іванович заслужений винахідник україни, кандидат медичних наук. анато́лій іва́нович потопальський (25 березня 1938(19380325), бар, вінницька область — 31 липня 2025) — завідувач лабораторією модифікації структури біологічно активних речовин інституту молекулярної біології і генетики нан україни. заслужений винахідник україни, кандидат медичних наук.",Заслужений винахідник України кандидат медичних наук,32,0.6658836568383878,9.459104,0.014601185,32
Різник Левко Йосипович,Нараїв,"український письменник, ґрунтознавець, громадський діяч",https://uk.wikipedia.org/wiki/Різник_Левко_Йосипович,"різник левко йосипович український письменник, ґрунтознавець, громадський діяч левко́ йо́сипович рі́зник (14 січня 1938(19380114), нараїв, нині тернопільського району — 27 березня 2021, львів) — український письменник, ґрунтознавець, громадський діяч. член національної спілки письменників україни з 1978 року.",Письменник ґрунтознавець громадський діяч,45,0.8682331291856632,6.585706,13.453445,45
Михайло Савчук,Ворохта,"український гірський рятувальник, стрибун з трампліна",https://uk.wikipedia.org/wiki/Савчук_Михайло_Васильович,"михайло савчук український гірський рятувальник, стрибун з трампліна михайло васильович савчук (22 квітня 1938, ворохта, івано-франківська область — 11 вересня 2021, івано-франківськ)  — український гірський рятувальник, стрибун з трампліна.",Гірський рятувальник стрибун з трампліна,12,0.6994965815101695,12.892378,-10.789498,12
Сивицький Данило Йосипович,Мшанець,"український письменник, краєзнавець, працівник культури",https://uk.wikipedia.org/wiki/Сивицький_Данило_Йосипович,"сивицький данило йосипович український письменник, краєзнавець, працівник культури дани́ло йо́сипович сиви́цький (28 серпня 1938, мшанець, нині тернопільського району тернопільської області — 2 жовтня 2022) — український прозаїк, член спілки письменників україни. лауреат премії уласа самчука. у 2013 році нагороджений медаллю національної спілки письменників україни «почесна відзнака».",Письменник краєзнавець працівник культури,43,1.0,6.634151,9.062182,43
Скалацький Кім Григорович,,"украинский художник-реставратор, експерт творів живопису, директор Полтавського художнього музею",https://uk.wikipedia.org/wiki/Скалацький_Кім_Григорович,"скалацький кім григорович украинский художник-реставратор, експерт творів живопису, директор  полтавського художнього музею (1974—1999) кім григорович скалацький (нар. 1938(1938)) — український художник-реставратор, експерт творів живопису, директор полтавського художнього музею (1974—1999). 46 років музейного стажу. збирач і дослідник української ікони, народного малярства, фотографів полтави.",Украинский художник-реставратор експерт творів живопису директор Полтавського художнього музею,24,0.6796826061382458,0.4181744,-7.0920234,24
Мирослав Скорик,Львів,радянський і український композитор і музикознавець,https://uk.wikipedia.org/wiki/Скорик_Мирослав_Михайлович,"мирослав скорик радянський і український композитор і музикознавець миросла́в миха́йлович ско́рик (13 липня 1938, львів, львівське воєводство, польська республіка — 1 червня 2020, київ, україна) — видатний український композитор і музикознавець, герой україни (2008), народний артист україни (1988), заслужений діяч мистецтв урср (1969), лауреат національної премії україни імені тараса шевченка та республіканської премії...",Композитор музикознавець,27,1.0,-0.51433676,1.0824729,27
Слободяник Олена Модестівна,Осички,радянська й українська співачка,https://uk.wikipedia.org/wiki/Слободяник_Олена_Модестівна,"слободяник олена модестівна радянська й українська співачка олена модестівна слободяник (14 січня 1938, осички (ляхова), житомирська область) — радянська і українська співачка (ліричне сопрано). заслужена артистка урср (1982).",Співачка,27,1.0,-4.577545,3.6300144,27
Сокульський Арнольд Леонідович,Тальне,"український історик, краєзнавець",https://uk.wikipedia.org/wiki/Сокульський_Арнольд_Леонідович,"сокульський арнольд леонідович український історик, краєзнавець |1 =  дружина              
= 
арно́льд леоні́дович соку́льський (15 вересня 1938(19380915), тальне — 24 вересня 2022, запоріжжя) — український історик, краєзнавець. доктор історичних наук (2013). перший директор національного заповідника «хортиця» (1970—1979, 1981—1984).",Історик краєзнавець,38,1.0,6.6874366,5.122464,38
Стасюк Ігор Васильович,Бережани,український вчений у галузі фізики,https://uk.wikipedia.org/wiki/Стасюк_Ігор_Васильович,"стасюк ігор васильович український вчений у галузі фізики ігор васильович стасюк (23 вересня 1938, бережани — 16 вересня 2019, львів) — український фізик-теоретик, член-кореспондент національної академії наук україни (1995), доктор фізико-математичних наук (1985), професор.",Вчений у галузі фізики,32,0.48729953984976276,9.085745,-2.080518,32
Степанець Григорій,Вінниця,"український і американський математик, фізик, хімік, програміст",https://uk.wikipedia.org/wiki/Степанець_Григорій,"степанець григорій український і американський математик, фізик, хімік, програміст григо́рій степане́ць ( 8 квітня 1938(1938-04-08) , вінниця  — 24 жовтня 2022(2022-10-24) , редмонд, вашингтон ) — український, радянський і американський математик, фізик, хімік, програміст.",Американський математик фізик хімік програміст,16,0.6503957504380564,-3.3088913,18.030119,16
Сьюзен Страсберг,Нью-Йорк,американська акторка українського походження,https://uk.wikipedia.org/wiki/Сьюзен_Страсберг,"сьюзен страсберг американська акторка українського походження сьюзен елізабет страсберг (англ. susan strasberg; 22 травня 1938 — 21 січня 1999) — американська акторка українського походження, яка номінувалася на премії «золотий глобус», «тоні» та bafta.",Американська акторка українського походження,16,0.9306796039133122,-4.646737,16.173891,16
Танюк Леонід Степанович,Жукин,"український письменник, режисер, політик",https://uk.wikipedia.org/wiki/Танюк_Леонід_Степанович,"танюк леонід степанович український письменник, режисер, політик леоні́д степа́нович таню́к (лесь танюк; (8 липня 1938, жукин, вишгородський район, київська область, українська рср, срср — 18 березня 2016, київ, україна) — український режисер театру і кіно, шістдесятник, президент клубу творчої молоді (1959—1963), професор київського національного університету театру, кіно і телебачення ім. і.карпенка-карого, заслужений...",Письменник режисер політик,40,0.9654904175137986,3.0914803,7.0619326,40
Тимлін Едуард Леонідович,Київ,"радянський, український кінооператор, сценарист",https://uk.wikipedia.org/wiki/Тімлін_Едуард_Леонідович,"тимлін едуард леонідович радянський, український кінооператор, сценарист едуард леонідович тімлін (* 22 серпня 1938, київ, українська рср) — радянський, український кінооператор, сценарист. заслужений діяч мистецтв україни (1995), член спілки кінематографістів україни, член гільдії кінооператорів україни.",Кінооператор сценарист,14,0.8535862326738002,-0.83885175,-18.243565,14
